product_name,size_raw,price_raw,color,rating_score,count_rate,sold_count,first_comment,short_description,product_url,image_url,price_list,product_type
Hộp 10 Set phụ kiện làm trục câu đài [Loại tốt],s-day-1-5-3-0 | 2s-day-1-0-2-0 | m-day-2-5-4-0 | l-day-3-5-6-0,85000,,0.0,,347,,"Hộp 10 Set phụ kiện đủ bộ làm trục câu đài loại tốt. 
Bao gồm:
– 10 Tép hạt chặn 7+2 chất liệu silicon siêu mềm (tránh xước dây trục).
– 10 Khóa số 8 siêu chịu tải
– 10 Chì lá
– 10 Chân cắm phao
– 10 Gim trục câu
Hướng dẫn chọn size:
– 3S dùng cho dây #0.6 – #1.5
– 2S dùng cho dây #1.0 – #2.0
– S dùng cho dây #1.5 – #3.0
– M dùng cho dây #2.5 – #4.0
– L dùng cho dây #3.5 – #6.0",https://vuadocau.com/hop-10-set-phu-kien-lam-truc-cau-dai-loai-tot/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,[85000],khac
Mồi Mềm Dấu Lưỡi DK6,a1 | a2 | a3 | a4 | a5,65000,a1 | a2 | a3 | a4 | a5,2.0,1.0,60,Tuấn Việt Người đánh giá đã mua hàng,"Mồi mềm dấu lưỡi DK6 câu lure cá lóc cực nhay, chất liệu cao su nguyên sinh siêu bền. Với bất kỳ cần thủ câu lure nào thì đây là một con mồi không thể bỏ qua.
Thông số: 
Chiều dài:  10cm
Trọng lượng: 5.4gram
Chất liệu: Cao su nguyên sinh",https://vuadocau.com/moi-mem-dau-luoi-dk6/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[65000],moi_cau
Combo 5 Mồi Mềm Câu Lure Cá Lóc DK35,nan,95000,5 màu,4.0,1.0,207,Vinh Người đánh giá đã mua hàng,"Combo 5 Mồi Mềm Câu Lure Cá Lóc DK35 với cấu tạo một lưỡi jig head ở lưng và một lưỡi tripble hook ở bụng là một con mồi mềm tuyệt vời để câu cá lóc.
Thông số:
–  Trọng lượng: 13g
–  Chiều dài: 8cm
–  Lưỡi jig head + lưỡi tripble hook #8
–  Màu sắc: 5 màu
Phù hợp câu lóc, mú, vược, hồng",https://vuadocau.com/combo-5-moi-mem-cau-lure-ca-loc-dk35/,https://vuadocau.com/wp-content/uploads/2023/07/TPE-55-2.jpg,[95000],moi_cau
Mồi Câu Cá Lóc Konoha Buzz Bait,a1 | a2 | a3 | a4,130000,a2 | a3 | a4 | a1,0.0,,55,,"Mồi câu cá lóc Konoha Buzz Bait Trọng Lượng 16 gram tạo âm thanh và bọt nước khi di chuyển thu hút cá săn mồi. Con mồi  có khả năng chống vướng tốt, và cực kỳ thích hợp khi câu Lóc bông",https://vuadocau.com/moi-cau-ca-loc-konoha-buzz-bait/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[130000],moi_cau
Ná Cao Su Thần Biển Cả Poseidon,nan,175000,,0.0,,99,,"Ná cao su bản đồ Thần Biển Cả Poseidon, cắt CNC thép không gỉ 304 đẳng cấp của ná thủ.
Thông số: 
–  Dài 11,5cm, Rộng 8cm
–  Chất liệu: Ná được cắt CNC bằng hợp kim nhôm nguyên khối không gỉ sét.
–  Thân và tay cầm được cuốn dù sinh tồn tạo cảm giác mạnh mẽ và cá tính. 
–  Thiết kế chuẩn xác và tinh tế giúp đạn đi xa và chính xác. 
Tặng kèm: 
–  2 thun cao su lực co giãn siêu mạnh ( Trị giá 30.000) 
–  Túi bi bắn ná đường kính 8mm (Trị giá 20.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày
–  Phí giao hàng từ 25000 – 35000 tuỳ từng khu vực. 
Bảo hành: 
–  Đền 100% tiền nếu trong quá trình sử dụng có bất kỳ hỏng hóc nào phát sinh.",https://vuadocau.com/na-cao-su-than-bien-ca-poseidon/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[175000],khac
3 Cuộn Dây Buộc Thun Ná Cao Su,nan,65000,,0.0,,70,,"Dây buộc thun ná cao su cuộn dài 20m màu trắng, chất cực dai và bền.",https://vuadocau.com/3-cuon-day-buoc-thun-na-cao-su/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[65000],day_cuoc
Kính Râm Phân Cực Daiwa,dhk86 | dhk93,950000,dhk86 | dhk93,0.0,,32,,"Kính đi câu Daiwa DHK86 và DHK89 là loại kính râm phân cực giúp bảo vệ mắt khỏi tia cực tím và tia UV. Thiết kế thời trang, sang trọng, chống mỏi mắt là phụ kiện không thể thiếu của các cần thủ.
Số hiệu: DHK
Đặc tính: Kính râm phân cực
Thương hiệu: DAIWA
Kiểu: DHK86 / DHK93
Màu sắc: Đen, Xanh
Trọng lượng: 18g
Chất liệu: TR90 (Nylon)
Phân cực: 99,9%
Khung: Full rim / Black",https://vuadocau.com/kinh-ram-phan-cuc-daiwa-dhk/,https://vuadocau.com/wp-content/uploads/2025/11/ao-phantom-camo-guf.jpg,[950000],khac
Sét 5 Cá Sắt Lurefans X60 Lurefans,no-6 | no-35 | no-44 | no-55,200000,no-35 | no-44 | no-55 | no-6,4.8,5.0,201,Minh Người đánh giá đã mua hàng,"Cá sắt Lurefans X60 Lurefans là mồi câu các loại cá nheo, thiểu, sộp, chẽm cực kỳ hiệu quả.
Tên: Baby Snake X60
Trọng lượng: 13.5g
Dài: 60mm
Giá bán set 5 con : 200.000đ
Lẻ : 50.000đ/con",https://vuadocau.com/set-5-ca-sat-lurefans-x60-lurefans/,https://vuadocau.com/wp-content/uploads/2025/12/tuong-chua-ngot-sa-pham.jpg,[200000],moi_cau
Ná Bắn Cá Có Laser Ngắm Bắn,co-laser | khong-laser,850000 | 950000,,5.0,6.0,55,Vương Người đánh giá đã mua hàng,"Ná bắn cá có gắn Laser hỗ trợ ngắm bắn giành cho anh em đam mê săn cá khủng cự li cực xa. Ná cao su bắn cá có tên và tay cuốn dây, lực bắn cực mạnh chuyên săn thuỷ quái.
Giá bán:
Không Laser: 850.000đ
Có Laser: 950.000đ
Bộ sản phẩm bao gồm:
– Máy cuốn dây thu tên đã có sẵn dây
– 4 Bộ dây thun
– 6 Mũi tên
– Kính phân cực
– Một cuộn dây dù
– Laser + sạc pin ( tùy chọn + 100k)
Lưu ý: Sản phẩm này chỉ dành cho những người đam mê thể thao và thi đấu. Nghiêm cấm sử dụng sản phẩm với mục đích săn bắn động vật quý hiếm, gây thương tích cho người và gây tổn hại tài sản người khác. Bạn sẽ tự chịu hậu quả nếu sử dụng sai sản phẩm. Cửa hàng sẽ không chịu trách nhiệm.",https://vuadocau.com/na-ban-ca-co-laser-ngam-ban/,https://vuadocau.com/wp-content/uploads/2025/12/na-ban-ca-1.jpg,"[850000, 950000]",khac
Cán Vợt GUF S1 Vương Quyền Săn Hàng,2m7 | 3m,570000 | 640000,,0.0,,27,,"Cán vợt GUF S1 Vương Quyền Săn Hàng với thiết kế tinh tế hoàn thiện tỉ mỉ trọng lượng siêu nhẹ siêu cứng chuyên dùng vợt cá lớn săn hàng.
Chất liệu : Carbon
Kích thước : 2m7 – 3m
Thương hiệu : GUF
Phụ kiện: Bao đựng, không đi kèm mặt vợt
Chi tiết giá bán:
Cán Vợt GUF S1 Vương Quyền 2m7: 570.000đ
Cán Vợt GUF S1 Vương Quyền 3m: 640.000đ
Quý khách hàng có thể mua thêm mặt vợt tại đây",https://vuadocau.com/can-vot-guf-s1-vuong-quyen-san-hang/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,"[570000, 640000]",khac
Shimano 24 Poison Adrena,272ml-2-2m18 | 276m-2-2m29 | 1610m-2-2m08,6500000,,0.0,,33,,"Cần lure Shimano 24 Poison Adrena kiệt tác không bao giờ làm bạn thất vọng. Là siêu phẩm từ sự hợp tác của Shimano và Jackall với trọng tâm là sự linh hoạt có thể sử dụng nhiều phong cách câu với độ nhẹ vô song. Shimano Poison Adrena 2024 là sự lựa chọn hoàn hảo trong phân khúc cần lure tầm trung cho khách hàng yêu thích sự đa dụng, nhẹ và đặc biệt là những người muốn có một cây cần có độ nhạy cực cao.
MADE IN INDONEXIA
1610M-2 | Chiều dài: 2m08 | Rút gọn: 107cm | Trọng lượng: 100g | Tải mồi 7 – 21g | Tải dây (nylon/fluoro): 8 – 16lb | Tải dây PE: Max 3 | Action: R | Giá bán: 6500k
272ML-2 | Chiều dài: 2m18 | Rút gọn: 112cm | Trọng lượng: 95g | Tải mồi 4 – 12g | Tải dây (nylon/fluoro): 4 – 8lb | Tải dây PE: Max 1.2 | Action: R | Giá bán: 6500k
276M-2 | Chiều dài: 2m29 | Rút gọn: 117.6cm | ĐK ngọn:1.6mm Trọng lượng: 105g | Tải mồi 5 – 15g | Tải dây (nylon/fluoro): 5 – 10lb | Tải dây PE: Max 1.5 | Action: R | Giá bán: 6500k",https://vuadocau.com/shimano-24-poison-adrena/,https://vuadocau.com/wp-content/uploads/2025/08/can-cau-daiwa-lurenist.jpg,[6500000],khac
Mồi Câu Cá Lóc Drink Spinner,a1 | a2 | a3 | a4,50000,Màu A1 | Màu A2 | Màu A3 | Màu A4,3.0,1.0,129,Dương Người đánh giá đã mua hàng,"Mồi câu cá lóc Drink Spinner đang là một trong những con mồi khủng khiếp nhất tại Vua Đồ Câu. Tất cả các khách hàng đều để lại phản hồi tuyệt vời về siêu phẩm này. Phải dùng từ quá bá để mô tả Drink Spinner, ngay bây giờ hãy nhanh tay sở hữu trước khi chúng tôi lại hết hàng. 
Thông số: 
–  Dài: 8cm đã bao gồm chiều dài của lưỡi câu
–  Nặng: 11g
–  Màu sắc: 4 màu
–  Kiểu mồi: sinking
–  Lưỡi Triple hook siêu bén
–  Lặn sâu 0,8 – 1,5m tuỳ tốc độ cuộn của máy câu
–  4 Màu sắc được ký hiệu bằng các mã màu từ A1 -> A4",https://vuadocau.com/moi-cau-ca-loc-drink-spinner/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[50000],moi_cau
Kìm Gỡ Cá Gỡ Khoen Và Lưỡi Bằng Thép Không Gỉ,mau-cam | mau-den | mau-xanh,85000 | 90000,Màu Cam | Màu Đen | Màu Xanh,0.0,,38,,"Kìm gỡ cá, gắn khoen là một phụ kiện không thể thiếu mà bất cứ cần thủ câu lure nào cũng phải có. Mình xin chắc chắn 100% là phải có bởi lý do an toàn của chính bạn.
Thông số:
–  Dài 12,5cm
–  Nặng 53g",https://vuadocau.com/kim-go-ca-go-khoen-va-luoi-bang-thep-khong-gi/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,"[85000, 90000]",luoi_cau
Ná Cao Su SR4 Có Laser,nan,180000,,0.0,,106,,"Ná cao su SR4 cao cấp hợp kim không gỉ đã hoàn thiện cực đẹp. Trang bị đèn laser giúp ngắm bắn chính xác cao, ná SR4 thể hiện đẳng cấp của bạn.
Thông số: 
–  Dài 11,5cm, Rộng 8cm
–  Trang bị đèn laser ngắm bắn chính xác
–  Chất liệu: Ná được đúc bằng hợp kim nhôm nguyên khối không gỉ sét.
–  Thân và tay cầm được cuốn dù sinh tồn tạo cảm giác mạnh mẽ và cá tính. 
–  Thiết kế chuẩn xác và tinh tế giúp đạn đi xa và chính xác. 
Tặng kèm: 
–  2 thun cao su lực co giãn siêu mạnh ( Trị giá  20.000) 
–  Túi bi bắn ná đường kính 8mm (Trị giá 10.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày.
–  Phí giao hàng từ 25000. 
Lưu ý: Sản phẩm này chỉ dành cho những người đam mê thể thao và thi đấu. Nghiêm cấm sử dụng sản phẩm với mục đích săn bắn động vật quý hiếm, gây thương tích cho người và gây tổn hại tài sản người khác. Bạn sẽ tự chịu hậu quả nếu sử dụng sai sản phẩm. Cửa hàng sẽ không chịu trách nhiệm.",https://vuadocau.com/na-cao-su-sr4-co-laser/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[180000],khac
Cần Câu Tay Giá Rẻ Hoàng Hạc,2m7 | 3m6 | 4m5,150000 | 170000 | 190000,,2.0,2.0,43,Tuyền Người đánh giá đã mua hàng,"Cần câu tay giá rẻ Hoàng Hạc thích hợp cho câu cá nhỏ phù hợp cho anh em câu chơi giải trí.
Tên: Hoàng Hạc 
Chất liệu: Carbon
Thích hợp câu: câu cá nhỏ dưới 1kg
Địa hình: Nước ngọt
Độ cứng: 4H
Thông số: 
–  2m7 – 5 khúc – Dài 119cm – Nặng 75g – Φ ngọn gốc 9.6mm – Φ ngọn 0.8mm 
–  3m6 – 7 khúc – Dài 111cm – Nặng 93g –  Φ ngọn gốc 13.4mm – Φ ngọn 0.8mm 
–  4m5 – 8 khúc – Dài 119cm – Nặng 120g – Φ ngọn gốc 14.7mm – Φ ngọn 0.8mm
Tất cả cần câu khi gửi đi sẽ được bọc bằng ống nhựa, phí ống nhựa + phí vận chuyển = 50000 vnđ",https://vuadocau.com/can-cau-tay-gia-re-hoang-hac/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,"[150000, 170000, 190000]",can_cau_tay
Ghế Gấp Ngoài Trời Dã Ngoại Cầm Tay Siêu Gọn – G03,lon | nho,115000 | 135000,mau-trang-nga | mau-den,0.0,,80,,"Ghế Gấp Ngoài Trời Dã Ngoại Cầm Tay Siêu Gọn – G03 – người bạn đồng hành lý tưởng cho mọi chuyến đi!
Tiện lợi, dễ mang đi mọi nơi.
Thiết kế hiện đại, trẻ trung.
Bền vững, sử dụng lâu dài.
Kích thước ghế size lớn: 32x30x28 cm – Giá bán 135.000
Kích thước ghế size nhỏ: 26x26x24 cm – Giá bán 115.000
Sản phẩm có 2 màu đen và màu be, khách hàng vui lòng chọn màu sắc trong phần chú thích khi đặt hàng.",https://vuadocau.com/ghe-gap-ngoai-troi-da-ngoai-cam-tay-sieu-gon-g03/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,"[115000, 135000]",khac
Mồi Câu Cá Chép B14 – Mồi Câu Bá Vương,nan,30000,,0.0,,5454545454546414,,"Mồi Câu Cá Chép B14 từ thương hiệu Mồi Câu Bá Vương. Rất hiệu quả cho câu cá chép trong điều kiện thời tiết nắng oi bức, hồ nước trong. Có thể phối trộn với các loại mồi và hương liệu khác để tăng hiệu quả.
Khối lượng tịnh: 300g
Hướng dẫn trộn mồi:
Mồi xả: Trộn theo tỷ lệ 3 phần mồi với 1 phần nước đảo đều tay cho mồi tơi xốp sau đó xả mồi tạo ổ câu. Việc tạo ổ bằng mồi xả sẽ giúp dẫn dụ cá quấn ổ từ đó nâng cao hiệu quả câu cá.
Mồi vê: Lấy một phần mồi xả cho thêm nước đảo đều để mồi mềm phù hợp cho vê mồi vào lưỡi câu. có thể phối hợp thêm các loại hương liệu khác theo ý muốn.
* Hương liệu Vua Đồ Câu đề xuất cho bạn: Tinh mùi dụ cá chép “Lục Hương Sa Phạm”, Tinh mùi dụ cá chép “Chép Một Chai Sa Phạm”, Hương liệu dụ chép “Rượu Chép Bá Vương B28”",https://vuadocau.com/moi-cau-ca-chep-b14-moi-cau-ba-vuong/,https://vuadocau.com/wp-content/uploads/2023/10/tinh-chat-khoai-lang.jpg,[30000],moi_cau
Daiwa 22 Exist LT (G),4000-xh | 5000d-cxh,16800000 | 17100000,,5.0,1.0,3,JDung Người đánh giá đã mua hàng,"Daiwa 22 Exist LT (G) – Là phiên bản Daiwa 22 Exist được sản xuất giành riêng cho thị trường châu Âu tối ưu cho việc câu các loại cá có kích thước cực lớn. Với đỉnh cao của công nghệ Daiwa, Daiwa Exist 22 là cuộn êm nhẹ nhất mà Daiwa từng sản xuất và có tất cả công nghệ mới nhất của Daiwa được đóng gói tích hợp vào cuộn nhỏ gọn nhẹ này.
Thông số: 
Daiwa Exist (G) LT 4000-XH: Vòng tua: 6.2:1 – Trọng lượng: 205g – Vòng bi: 2(2MS,10CRBB) – Max Drag: 10kg – Sức chứa dây: PE 2.5/300m – Tốc độ thu dây: 99cm – Giá bán: 16.800.000
Daiwa Exist (G) LT 5000D-CXH: Vòng tua: 5.2:1 – Trọng lượng: 210g – Vòng bi: 2(2MS,10CRBB) – Max Drag: 10kg – Sức chứa dây: PE 2.5/300m – Tốc độ thu dây: 99cm – Giá bán: 17.100.000",https://vuadocau.com/daiwa-22-exist-lt-g/,https://vuadocau.com/wp-content/uploads/2025/12/regal24-3000scxh.jpg,"[16800000, 17100000]",khac
Bộ 5 Khoá Lure SeaSky Siêu Chịu Lực Seasky Fishing,1-0 | 2-0 | 3-0,40000,,0.0,,52,,"Bộ 5 khoa lure Seasky chống xoắn tuyệt đối sản xuất bằng hợp kim cacbon sức chịu tải tuyệt vời, chất liệu không gỉ câu nước mặn thoải mái.
#1.0: Dài 26mm, nặng 0,5g, chịu tải 17kg
#2.0: Dài 30mm, nặng 0,7g, chịu tải 21kg
#3.0: Dài 34mm, nặng 0,95g, chịu tải 28kg",https://vuadocau.com/bo-5-khoa-lure-seasky-sieu-chiu-luc-seasky-fishing/,https://vuadocau.com/wp-content/uploads/2024/05/khoa-so-9-3.jpg,[40000],moi_cau
Dây PE YGK X-Braid Upgrade X8,0-6 | 0-8 | 1-0 | 1-5 | 1-2 | 2-0 | 2-5 | 3-0,550000 | 650000,,4.89,19.0,1135,Bằng Người đánh giá đã mua hàng,"Dây PE YGK X-Braid Upgrade X8 là phiên bản nâng cấp mới nhất của dây YGK G-soul X8 Upgrade của thương hiệu dây câu hàng đầu Nhật Bản YGK. Thích hợp sử dụng làm dây câu lure và dây câu lục.
Dây 0.8 – Φ: 0.148mm – Chiều dài: 150m – Tải trọng: 16lb – Giá bán: 650.000
Dây 1.5 – Φ: 0.205mm – Chiều dài: 150m – Tải trọng: 30lb – Giá bán: 550.000
Dây 0.6 – Φ: 0.128mm – Chiều dài: 150m – Tải trọng: 14lb – Giá bán:650.000
Dây 0.6 – Φ: 0.128mm – Chiều dài: 200m – Tải trọng: 14lb – Giá bán: 850.000
Dây 0.8 – Φ: 0.148mm – Chiều dài: 200m – Tải trọng: 16lb – Giá bán: 800.000
Dây 1.0 – Φ: 0.165mm – Chiều dài: 200m – Tải trọng: 22lb – Giá bán: 650.000
Dây 1.2 – Φ: 0.185mm – Chiều dài: 200m – Tải trọng: 25lb – Giá bán: 650.000
Dây 1.5 – Φ: 0.205mm – Chiều dài: 200m – Tải trọng: 30lb – Giá bán: 650.000
Dây 2.0 – Φ: 0.235mm – Chiều dài: 200m – Tải trọng: 40lb – Giá bán: 650.000
Dây 2.5 – Φ: 0.265mm – Chiều dài: 200m – Tải trọng: 45lb – Giá bán: 650.000
Dây 3.0 – Φ: 0.285mm – Chiều dài: 200m – Tải trọng: 50lb – Giá bán: 650.000",https://vuadocau.com/pe-ygk-x-braid-upgrade-x8/,https://vuadocau.com/wp-content/uploads/2025/06/Grappler-1.jpg,"[550000, 650000]",day_cuoc
Tương Chua Ngọt Sa Phạm,nan,90000,,5.0,2.0,115,Mạnh Người đánh giá đã mua hàng,"Tương chua ngọt Sa Phạm là một loại tương chuyên dụng trong câu cá, không phải là tương ớt chua ngọt dùng trong nấu ăn thông thường. Sản phẩm này được thiết kế để thu hút cá bằng hương thơm dịu nhẹ, có độ đậm đặc cao, giữ mùi lâu và có thể phối hợp dễ dàng với các loại mồi câu khác mà không làm mất mùi. Sản phẩm được quảng cáo là an toàn và thân thiện với môi trường. 
Trọng lượng: 100ml",https://vuadocau.com/tuong-chua-ngot-sa-pham/,https://vuadocau.com/wp-content/uploads/2025/11/chep-thi-dau.jpg,[90000],khac
Mồi Nhái Hơi Câu Lure F48,nan,90000,,0.0,,29,,"Mẫu nhái hơi câu lure giành cho cần thủ khó tính nhất, action cực hấp dẫn chất lượng cao su siêu bền và đặc biệt là khả năng đóng cá cực tốt, sẵn sàng chinh phục kể cả cá nhát mồi.
Thông số:
Kích Thước: 48mm
Trọng lượng: 8gr
Made in Vietnam",https://vuadocau.com/nhai-hoi-f48-tntlure/,https://vuadocau.com/wp-content/uploads/2025/11/chep-thi-dau.jpg,[90000],moi_cau
Mồi Câu Guide Post Bowan Pencil 80s,gp-220 | gp-221 | gp-222 | gp-223 | gp-224 | gp-225 | gp-226 | gp-227 | gp-228 | gp-229 | gp-230 | gp-231 | gp-232,130000,gp-220 | gp-221 | gp-222 | gp-223 | gp-224 | gp-225 | gp-226 | gp-227 | gp-228 | gp-229 | gp-230 | gp-231 | gp-232,0.0,,93,,"Mồi câu Guide Post Bowan Pencil 80s đặc biệt hiệu quả với cá măng, cá chẽm, cá nhồng. Phù hợp cho địa hình sông hồ lớn, đầm, cửa biển hoặc gềnh.
Thông số:
Action: chìm
Dài: 80mm
Trọng lượng: 12g
Lưỡi: Owner",https://vuadocau.com/moi-cau-guide-post-bowan-pencil-80s/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[130000],moi_cau
Mồi Câu Chép Ốc Sa Phạm – Giật Cá Mỏi Tay,nan,30000,,0.0,,771,,"Mồi Câu Chép Ốc sản phẩm chuyên dụng cho câu cá chép tự nhiên và chép hồ dịch vụ từ thương hiệu mồi câu Sa Phạm. Mồi Câu Chép Ốc cho hiệu quả cực tốt là sản phẩm được khách mua và dùng lại rất nhiều lần tại Vua Đồ Câu.
Trọng lượng tịnh: 300gr
Quý khách hàng có thể xem thêm các sản phẩm mồi câu và hương liệu của thương hiệu Sa Phạm tại đây",https://vuadocau.com/moi-cau-chep-oc-sa-pham/,https://vuadocau.com/wp-content/uploads/2023/10/tinh-chat-khoai-lang.jpg,[30000],moi_cau
Áo Câu Cá Chống Nắng OCEAN FISH,size-l | size-m | size-xl,275000,,0.0,,75,,"Áo câu cá chống nắng OCEAN FISH UPF50+ chất vải thun trơn thoáng khí bảo vệ bạn khỏi tia UV trong điều kiện nắng nóng cao.
√ Chất vải thông thoáng không bí bách khi mặc
√ Chất liệu chống nắng UPF50+ ngăn chặn tia cực tím
√ Kiểu dáng thể thao thời thượng",https://vuadocau.com/ocean-fish/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[275000],khac
Cần Tay Guide Lục Mạch Thần Kiếm – Thế Hệ II,2m7 | 3m9 | 3m6 | 4m5 | 5m4 | 6m3,480000 | 645000 | 725000 | 810000 | 975000 | 1200000,,5.0,7.0,47,Quang Người đánh giá đã mua hàng,"Cần Tay Guide Lục Mạch Thần Kiếm – Thế Hệ II sản phẩm chính hãng của thương hiệu GUIDE. Được làm từ vật liệu carbon 30-40T của Nhật Bản mang lại độ nảy tốt cho cây cần, và trọng lượng được cải tiến siêu nhẹ,
Hãng đặc biệt hỗ trợ giá chỉ có ở thị trường Việt Nam. Giá trị cây cần cao hơn giá trị mà các cần thủ bỏ ra để sở hữu nó.
Chi tiết giá bán 4.5H:
Lục Mạch Thần Kiếm – Thế Hệ II 4.5H- 2m7: 480.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 4.5H- 3m6: 560.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 4.5H- 3m9: 645.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 4.5H- 4m5: 730.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 4.5H- 5m4: 890.000đ
Chi tiết giá bán 5.5H:
Lục Mạch Thần Kiếm – Thế Hệ II 5.5H- 3m6: 645.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 5.5H- 3m9: 725.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 5.5H- 4m5: 810.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 5.5H- 5m4: 975.000đ
Lục Mạch Thần Kiếm – Thế Hệ II 5.5H- 6m3: 1.200.000đ",https://vuadocau.com/can-tay-guide-luc-mach-than-kiem-the-he-ii/,https://vuadocau.com/wp-content/uploads/2025/11/vuong-quyen-th2.jpg,"[480000, 645000, 725000, 810000, 975000, 1200000]",khac
Mồi Câu Xả Hạt Trắm Đen Hạt Thiên Minh – Vũ Môn Fishing,nan,130000,,0.0,,272,,"Mồi Câu Trắm Đen Hạt Thiên Minh từ thương hiệu Vũ Môn Fishing đang được rất nhiều cần thủ sử dụng tại các hồ dịch vụ và các điểm câu tự nhiên.
Thích hợp: Chuyên dùng câu cá săn hàng, cá trắm đen to tại hồ tự nhiên hay dịch vụ
Khối lượng tịnh: 1250g",https://vuadocau.com/moi-cau-xa-hat-tram-den-hat-thien-minh/,https://vuadocau.com/wp-content/uploads/2023/10/tinh-chat-khoai-lang.jpg,[130000],moi_cau
Mồi Câu Lure Elitelure V5 Shadow Leopard,1-wagin-oikawa | 2-clear-glitter-ayu | 3-fire-tiger | 4-black-chart | 5-matte-clear-ayu | 6-rainbow-gill | 7-red-head | 8-dd-frog | 9-gold-black | 10-red-star | 11-crawded | 12-shrimp,120000,5-matte-clear-ayu | 1-wagin-oikawa | 2-clear-glitter-ayu | 3-fire-tiger | 4-black-chart | 6-rainbow-gill | 7-red-head | 8-dd-frog | 9-gold-black | 10-red-star | 11-crawded | 12-shrimp,4.5,2.0,122,Phan Hùng Dũng Người đánh giá đã mua hàng,"Mồi câu lure cá lóc cá chẽm V5 Elitelure huyền thoại, bất cứ cần thủ câu lure nào cũng nên sở hữu con mồi lure đặc biệt này.
Thông số: 
Loại mồi: Vib
Chất liệu: Nhựa ABS
Chiều dài: 50mm
Trọng lượng: 12g
Thương hiệu: Elitelure",https://vuadocau.com/elitelure-v5-shadow-leopard/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[120000],moi_cau
Mồi Câu Lure Blade Minnow,a1 | a2 | a3 | a4,130000,Màu A1 | Màu A2 | Màu A3 | Màu A4,0.0,,97,,"Mồi câu lure Blade Minnow chuyên câu cá Măng, Nhồng, Chẽm tầng mặt nước thích hợp cho câu gềnh, cửa sông.
Thông số: 
–  Dài: 110mm
–  Trọng lượng: 13g
–  Lặn: 0,3 – 0,9m",https://vuadocau.com/moi-cau-lure-blade-minnow/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[130000],moi_cau
Set 50 Vòng Khoen Câu Cá Thép Không Gỉ Siêu Chịu Lực,nan,50000,,0.0,,73,,"Sét 50 vòng khoen bằng thép không gỉ siêu chịu tải dùng làm mồi câu lure, nối dây link, trục.",https://vuadocau.com/set-50-vong-khoen-cau-ca-thep-khong-gi-sieu-chiu-luc/,https://vuadocau.com/wp-content/uploads/2023/03/set-10-theo-cau-dai-buoc-san-LINNHUE-VIP06-0-300x300.jpg,[50000],khac
Hương Liệu GUF Gấu Rô,vi-thom | vi-tanh,100000,,0.0,,12,,"Hương Liệu GUF Gấu Rô dòng mồi mới 2023 thích hợp cho câu cá rô.
Loại: Hương liệu Thơm và Hương liệu Tanh
Trọng lượng : 100ml
Loại Cá Ưa Thích : Cá Rô
Sản xuất : GUF
Đặc biệt: Sử dụng đơn giản, dễ dùng phù hợp câu cá rô phi",https://vuadocau.com/huong-lieu-guf-gau-ro/,https://vuadocau.com/wp-content/uploads/2025/12/tuong-chua-ngot-sa-pham.jpg,[100000],khac
Balo đựng đồ câu cá Leo Pack,nan,380000,,0.0,,18,,"Balo đựng đồ câu cá Leo Pack thiết kế tiện lợi, nhiều ngăn để đồ thông minh kèm các điểm gài kẹp và kìm tiện lợi có ngăn cố định cần câu nhiều khúc.
Thông số: 
Chất liệu: Vải bố siêu bền, mua 1 lần dùng mãi mãi
Trọng lượng: 0,9kg
Kích thước: 38*27*16cm",https://vuadocau.com/balo-dung-do-cau-ca-leo-pack/,https://vuadocau.com/wp-content/uploads/2025/07/thung-cau-ca.jpg,[380000],khac
